タイトル,タイトルURL,画像URL,totalevaluation_item,gray,概要_URL,概要,概要1,概要2,概要_URL3,概要4,概要5,概要_URL6,概要7,概要8,会社
株式会社トキノスタンス,https://www.openwork.jp/company.php?m_id=a0C1000001DqfuC,https://image.vorkers.com/resize/70x-/logo/company/141289-3289a4af55c3261cd3423a6331fa9756.png,3.05,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001DqfuC,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001DqfuC&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001DqfuC/job/,求人情報,0,4 人
Growth Ship株式会社,https://www.openwork.jp/company.php?m_id=a0C1000001LSJ2e,https://image.vorkers.com/resize/70x-/logo/company/148833-b00954275d12616050b8dc1fc8a9985f.png,3.05,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001LSJ2e,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001LSJ2e&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001LSJ2e/job/,求人情報,0,6 人
株式会社トライト（人材）,https://www.openwork.jp/company.php?m_id=a0C2x00000ZBo7b,https://image.vorkers.com/resize/70x-/logo/company/190575-6748d97d05bf74ed64ec3ac10a9cb3b4.png,3.05,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000ZBo7b,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000ZBo7b&q_no=2,年収・給与,2,https://www.openwork.jp/a0C2x00000ZBo7b/job/,求人情報,0,17 人
株式会社リグロス,https://www.openwork.jp/company.php?m_id=a0C1000001Q7dyc,https://image.vorkers.com/resize/70x-/logo/company/153598-08d82f81634002a0f193bad07e454e91.png,3.02,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001Q7dyc,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001Q7dyc&q_no=2,年収・給与,4,https://www.openwork.jp/a0C1000001Q7dyc/job/,求人情報,0,27 人
株式会社東和キャスト,https://www.openwork.jp/company.php?m_id=a0C10000017nBYh,https://image.vorkers.com/resize/70x-/logo/company/124805-6aa572bbc93dbe2bc8d322b11a23329e.png,3.02,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000017nBYh,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000017nBYh&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000017nBYh/job/,求人情報,0,6 人
ソルトライブホールディングス株式会社,https://www.openwork.jp/company.php?m_id=a0C2x00000S3XjG,https://image.vorkers.com/resize/70x-/logo/company/171383-5d3e2b2cd8261300364f8160476fa3b9.png,3.01,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000S3XjG,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000S3XjG&q_no=2,年収・給与,3,https://www.openwork.jp/a0C2x00000S3XjG/job/,求人情報,0,5 人
株式会社総合体育研究所,https://www.openwork.jp/company.php?m_id=a0C1000000pp0QI,https://image.vorkers.com/resize/70x-/logo/company/34826-be8b9b35f74fc6b6c45fd58509e761bc.png,3.01,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pp0QI,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pp0QI&q_no=2,年収・給与,4,https://www.openwork.jp/a0C1000000pp0QI/job/,求人情報,0,9 人
株式会社タック（業務請負）,https://www.openwork.jp/company.php?m_id=a0C1000000Ncqxc,https://image.vorkers.com/resize/70x-/logo/company/10724-da5dcddad9ccb289318a9a66b5cfe725.png,3.01,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Ncqxc,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000Ncqxc&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000Ncqxc/job/,求人情報,0,7 人
モビルス株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000tgY2a,https://image.vorkers.com/resize/70x-/logo/company/64527-cfcf7bbccb1841eba87b9ff9c765ba41.png,3.00,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgY2a,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgY2a&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000tgY2a/job/,求人情報,23,43 人
株式会社ユニック（人材）,https://www.openwork.jp/company.php?m_id=a0C2x000008xeec,https://image.vorkers.com/resize/70x-/logo/company/163827-00277e3cbbd165aeccaf3bf23e0fb415.png,3.00,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008xeec,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008xeec&q_no=2,年収・給与,2,https://www.openwork.jp/a0C2x000008xeec/job/,求人情報,0,6 人
株式会社ソフト九州,https://www.openwork.jp/company.php?m_id=a0C10000018cH7A,https://image.vorkers.com/resize/70x-/logo/company/127750-feaca3b2353f7fda8a073c51d877872d.png,2.99,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000018cH7A,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000018cH7A&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000018cH7A/job/,求人情報,0,2 人
株式会社シティトラスト,https://www.openwork.jp/company.php?m_id=a0C1000000teHao,https://image.vorkers.com/resize/70x-/logo/company/56033-f5cd1d274c821bda867dae38811edc82.png,2.98,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000teHao,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000teHao&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000teHao/job/,求人情報,0,7 人
株式会社ジャスト・ワン,https://www.openwork.jp/company.php?m_id=a0C1000000pOwnC,https://image.vorkers.com/resize/70x-/logo/company/26343-afd2f387467898753a4909eea793c540.png,2.98,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pOwnC,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000pOwnC&q_no=2,年収・給与,1,https://www.openwork.jp/a0C1000000pOwnC/job/,求人情報,0,5 人
株式会社ケイエスケイ,https://www.openwork.jp/company.php?m_id=a0C10000013fE7x,https://image.vorkers.com/resize/70x-/logo/company/97930-0106fb06b5fde7061325a01bb10a0736.png,2.97,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000013fE7x,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000013fE7x&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000013fE7x/job/,求人情報,0,9 人
株式会社日音,https://www.openwork.jp/company.php?m_id=a0C1000000tgY4C,https://image.vorkers.com/resize/70x-/logo/company/64534-51333ec14c5f2459d7a3d0661d34ec82.png,2.97,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgY4C,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tgY4C&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000tgY4C/job/,求人情報,0,13 人
株式会社ショウワコーポレーション,https://www.openwork.jp/company.php?m_id=a0C1000000s0iqr,https://image.vorkers.com/resize/70x-/logo/company/50020-d9f621b1a4d73ac2a2b38e1eeea4002e.png,2.96,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s0iqr,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s0iqr&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000s0iqr/job/,求人情報,7,8 人
株式会社APアシスト,https://www.openwork.jp/company.php?m_id=a0C10000011ke3R,https://image.vorkers.com/resize/70x-/logo/company/82524-64898215e2d9ff3bee1b047eadf6ec35.png,2.96,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000011ke3R,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000011ke3R&q_no=2,年収・給与,4,https://www.openwork.jp/a0C10000011ke3R/job/,求人情報,0,14 人
ヒトトヒトホールディングス株式会社,https://www.openwork.jp/company.php?m_id=a0C2x00000XtCKj,https://image.vorkers.com/resize/70x-/logo/company/184852-490af55c3957a189309a6d16df398894.png,2.95,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000XtCKj,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x00000XtCKj&q_no=2,年収・給与,0,https://www.openwork.jp/a0C2x00000XtCKj/job/,求人情報,0,2 人
株式会社ビーパートナーズ（人材）,https://www.openwork.jp/company.php?m_id=a0C1000000teXtF,https://image.vorkers.com/resize/70x-/logo/company/56753-d3e45b63e0a726f60ecfcffb8b5dc0d7.png,2.95,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000teXtF,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000teXtF&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000teXtF/job/,求人情報,0,4 人
株式会社ネクストコミュニティ,https://www.openwork.jp/company.php?m_id=a0C1000000tCmRm,https://image.vorkers.com/resize/70x-/logo/company/54316-4baa7e3ee2c36a6a168f3e946bcc7914.png,2.95,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tCmRm,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tCmRm&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000tCmRm/job/,求人情報,0,4 人
ニューロテック株式会社,https://www.openwork.jp/company.php?m_id=a0C1000001B9gdG,https://image.vorkers.com/resize/70x-/logo/company/133629-ddd6d7e22c7fa2b39664262cd208f721.png,2.94,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001B9gdG,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001B9gdG&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001B9gdG/job/,求人情報,0,1 人
株式会社アイ・ファイン,https://www.openwork.jp/company.php?m_id=a0C10000010Zlmy,https://image.vorkers.com/resize/70x-/logo/company/73781-c0f089eb677c4acb7dd9d1965edccfb9.png,2.94,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000010Zlmy,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000010Zlmy&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000010Zlmy/job/,求人情報,0,5 人
株式会社ESG VIETICA,https://www.openwork.jp/company.php?m_id=a0C1000001V6Gt3,https://image.vorkers.com/resize/70x-/logo/company/157280-a7777a151bbf142cc012c8ed1a90762c.png,2.94,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001V6Gt3,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001V6Gt3&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001V6Gt3/job/,求人情報,0,4 人
株式会社SSS（人材）,https://www.openwork.jp/company.php?m_id=a0C1000001NBZdd,https://image.vorkers.com/resize/70x-/logo/company/150843-b18e658c0a36b7f4f40ab5961c4183e9.png,2.93,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001NBZdd,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001NBZdd&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001NBZdd/job/,求人情報,0,5 人
セキショウブランニューシステム株式会社,https://www.openwork.jp/company.php?m_id=a0C1000000s3wG4,https://image.vorkers.com/resize/70x-/logo/company/51058-786b2319590cc59652efbdaf713a438e.png,2.92,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s3wG4,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000s3wG4&q_no=2,年収・給与,1,https://www.openwork.jp/a0C1000000s3wG4/job/,求人情報,0,2 人
株式会社ディグニティ,https://www.openwork.jp/company.php?m_id=a0C10000016q0yP,https://image.vorkers.com/resize/70x-/logo/company/121759-0d729c164c5d9cfc3d6b9b63c2e45f8b.png,2.91,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000016q0yP,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000016q0yP&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000016q0yP/job/,求人情報,0,2 人
ワークスタッフ株式会社（人材）,https://www.openwork.jp/company.php?m_id=a0C10000013FZjf,https://image.vorkers.com/resize/70x-/logo/company/93722-496eb11dc3a1d45dce6474c8ec93c2fb.png,2.90,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000013FZjf,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000013FZjf&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000013FZjf/job/,求人情報,0,9 人
株式会社アンフ・スタイル,https://www.openwork.jp/company.php?m_id=a0C1000000yRw0N,https://image.vorkers.com/resize/70x-/logo/company/70489-0902b45ad68701e94f6d8f874ed0381a.png,2.90,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000yRw0N,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000yRw0N&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000yRw0N/job/,求人情報,0,19 人
株式会社関東設計,https://www.openwork.jp/company.php?m_id=a0C1000000tfePG,https://image.vorkers.com/resize/70x-/logo/company/60186-512f628d0428c4c17c97ceff323204f1.png,2.88,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tfePG,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000tfePG&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000000tfePG/job/,求人情報,0,5 人
株式会社グンゼオフィスサービス,https://www.openwork.jp/company.php?m_id=a0C10000013u2x9,https://image.vorkers.com/resize/70x-/logo/company/99601-d0ce8fa1d06403c5d09c53d25b60db8e.png,2.88,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000013u2x9,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000013u2x9&q_no=2,年収・給与,3,https://www.openwork.jp/a0C10000013u2x9/job/,求人情報,0,6 人
株式会社SNG,https://www.openwork.jp/company.php?m_id=a0C1000001261vM,https://image.vorkers.com/resize/70x-/logo/company/86860-9461dedba97f25e753a703ce9e914088.png,2.88,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001261vM,社員クチコミ,12, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001261vM&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001261vM/job/,求人情報,0,9 人
マルゴト株式会社,https://www.openwork.jp/company.php?m_id=a0C2x000008xhqS,https://image.vorkers.com/resize/70x-/logo/company/163942-a4e2d39b701a964fa8047f0377ca4631.png,3.27,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008xhqS,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008xhqS&q_no=2,年収・給与,2,https://www.openwork.jp/a0C2x000008xhqS/job/,求人情報,2,50 人
﻿株式会社アルパジャパン,https://www.openwork.jp/company.php?m_id=a0C10000011ke5G,https://image.vorkers.com/resize/70x-/logo/company/82637-1a5062b9172184d6ad45b245b1d7b2c5.png,3.24,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000011ke5G,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000011ke5G&q_no=2,年収・給与,0,https://www.openwork.jp/a0C10000011ke5G/job/,求人情報,0,4 人
株式会社ヒューマンヴォイス,https://www.openwork.jp/company.php?m_id=a0C1000000TBfT1,https://image.vorkers.com/resize/70x-/logo/company/12985-b5975383d17500747f9137285fe08c8e.png,3.22,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000000TBfT1,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000000TBfT1&q_no=2,年収・給与,0,https://www.openwork.jp/a0C1000000TBfT1/job/,求人情報,0,3 人
クラウドキャリア株式会社,https://www.openwork.jp/company.php?m_id=a0C2x0000004weY,https://image.vorkers.com/resize/70x-/logo/company/159328-d6d86770cd656aef6e628501267e9283.png,3.21,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x0000004weY,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x0000004weY&q_no=2,年収・給与,2,https://www.openwork.jp/a0C2x0000004weY/job/,求人情報,0,13 人
株式会社ストロングジャパンホールディングス,https://www.openwork.jp/company.php?m_id=a0C1000001WWA1u,https://image.vorkers.com/resize/70x-/logo/company/158144-3d9d43566472c609280ad86d787d4b8f.png,3.20,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001WWA1u,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001WWA1u&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001WWA1u/job/,求人情報,0,9 人
株式会社ミラクルネット,https://www.openwork.jp/company.php?m_id=a0C10000018e8FA,https://image.vorkers.com/resize/70x-/logo/company/128230-b70ce92dbd16bfd18409be30eba38fa0.png,3.19,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C10000018e8FA,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C10000018e8FA&q_no=2,年収・給与,2,https://www.openwork.jp/a0C10000018e8FA/job/,求人情報,0,3 人
株式会社アロネット,https://www.openwork.jp/company.php?m_id=a0C1000001261vS,https://image.vorkers.com/resize/70x-/logo/company/86868-e141ceaf49d4553f5877241fa19821aa.png,3.18,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C1000001261vS,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C1000001261vS&q_no=2,年収・給与,2,https://www.openwork.jp/a0C1000001261vS/job/,求人情報,0,8 人
株式会社ヴィーナスソリューション,https://www.openwork.jp/company.php?m_id=a0C2x000008zw9t,https://image.vorkers.com/resize/70x-/logo/company/166915-0d533d5934ad1a6f826e0b3bde2ac5a6.png,3.15,人材サービス業界,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008zw9t,社員クチコミ,11, 件,https://www.openwork.jp/company_answer.php?m_id=a0C2x000008zw9t&q_no=2,年収・給与,2,https://www.openwork.jp/a0C2x000008zw9t/job/,求人情報,0,3 人
